@relation SomeContent

@attribute race {Other,Amer-Indian-Eskimo,White,Black,Asian-Pac-Islander}
@attribute age numeric
@attribute capital-loss numeric
@attribute relationship {Other-relative,Not-in-family,Wife,Husband,Unmarried,Own-child}
@attribute native-country {Hong,South,Japan,Jamaica,Cuba,Canada,Ireland,China,Peru,Columbia,Trinadad&Tobago,Taiwan,Yugoslavia,Guatemala,El-Salvador,Ecuador,Puerto-Rico,Laos,Portugal,United-States,Germany,Hungary,Italy,Dominican-Republic,Outlying-US(Guam-USVI-etc),Nicaragua,Thailand,India,Scotland,Vietnam,Cambodia,Philippines,England,Holand-Netherlands,Iran,Haiti,Greece,Honduras,Mexico,Poland,France}
@attribute occupation {Sales,Machine-op-inspct,Craft-repair,Protective-serv,Armed-Forces,Prof-specialty,Transport-moving,Exec-managerial,Farming-fishing,Adm-clerical,Priv-house-serv,Tech-support,Other-service,Handlers-cleaners}
@attribute hours-per-week numeric
@attribute income {>50K,<=50K}
@attribute fnlwgt numeric
@attribute capital-gain numeric
@attribute sex {Male,Female}
@attribute marital-status {Separated,Divorced,Married-spouse-absent,Married-civ-spouse,Never-married,Widowed,Married-AF-spouse}
@attribute education {Assoc-voc,Some-college,Preschool,Bachelors,Prof-school,Doctorate,5th-6th,Masters,HS-grad,1st-4th,12th,Assoc-acdm,9th,11th,10th,7th-8th}
@attribute education-num numeric
@attribute workclass {Without-pay,Never-worked,Local-gov,Self-emp-not-inc,Private,State-gov,Self-emp-inc,Federal-gov}

@data
White,68,2377,Husband,United-States,?,35,>50K,257269,0,Male,Married-civ-spouse,Bachelors,13,?
White,31,0,Husband,United-States,Craft-repair,40,<=50K,402361,0,Male,Married-civ-spouse,HS-grad,9,Private
White,19,0,Own-child,United-States,Prof-specialty,11,<=50K,229431,0,Male,Never-married,Some-college,10,Private
White,21,0,Husband,United-States,Craft-repair,40,<=50K,99199,0,Male,Married-civ-spouse,HS-grad,9,Self-emp-not-inc
White,39,0,Unmarried,United-States,Sales,40,<=50K,52645,0,Female,Divorced,Some-college,10,Private
Asian-Pac-Islander,35,0,Husband,Philippines,Craft-repair,40,>50K,202397,0,Male,Married-civ-spouse,Bachelors,13,Private
White,31,0,Not-in-family,United-States,Prof-specialty,40,<=50K,175778,0,Female,Divorced,Bachelors,13,Local-gov
White,55,0,Husband,United-States,Prof-specialty,40,>50K,157486,7298,Male,Married-civ-spouse,Masters,14,Self-emp-not-inc
White,48,0,Husband,United-States,Transport-moving,40,>50K,41504,0,Male,Married-civ-spouse,HS-grad,9,Private
Black,53,0,Husband,United-States,Craft-repair,40,<=50K,152657,0,Male,Married-civ-spouse,10th,6,Private
White,58,0,Unmarried,Mexico,Craft-repair,52,>50K,275859,8614,Male,Widowed,HS-grad,9,Private
White,19,0,Own-child,United-States,?,25,<=50K,32477,0,Male,Never-married,Some-college,10,?
White,34,0,Husband,United-States,Transport-moving,40,<=50K,381153,0,Male,Married-civ-spouse,HS-grad,9,Private
White,18,0,Own-child,United-States,Sales,15,<=50K,188616,0,Male,Never-married,11th,7,Private
White,22,0,Own-child,United-States,Adm-clerical,20,<=50K,201490,0,Male,Never-married,HS-grad,9,Private
White,46,0,Husband,United-States,Craft-repair,40,<=50K,248059,3464,Male,Married-civ-spouse,HS-grad,9,Private
White,56,0,Not-in-family,United-States,Exec-managerial,70,<=50K,249368,0,Male,Married-spouse-absent,HS-grad,9,Self-emp-not-inc
White,18,0,Own-child,United-States,?,10,<=50K,256179,594,Male,Never-married,Some-college,10,?
White,42,0,Husband,United-States,Machine-op-inspct,40,<=50K,145175,0,Male,Married-civ-spouse,Some-college,10,Private
White,65,0,Not-in-family,United-States,Handlers-cleaners,28,<=50K,196174,0,Female,Divorced,10th,6,Private
White,41,0,Unmarried,United-States,Other-service,45,<=50K,154374,0,Male,Divorced,Some-college,10,Self-emp-not-inc
White,35,0,Husband,United-States,Transport-moving,50,>50K,30916,0,Male,Married-civ-spouse,HS-grad,9,Private
White,32,0,Husband,United-States,Handlers-cleaners,40,<=50K,45796,0,Male,Married-civ-spouse,12th,8,Private
White,31,0,Not-in-family,United-States,Exec-managerial,40,<=50K,111363,0,Male,Never-married,Bachelors,13,Private
White,31,0,Own-child,United-States,Craft-repair,40,<=50K,188108,4101,Male,Never-married,HS-grad,9,Private
White,49,0,Not-in-family,United-States,Transport-moving,40,<=50K,53893,0,Male,Divorced,HS-grad,9,Private
White,32,0,Husband,United-States,Craft-repair,50,>50K,158291,0,Male,Married-civ-spouse,HS-grad,9,Private
White,20,0,Own-child,United-States,Farming-fishing,70,<=50K,95997,0,Male,Never-married,HS-grad,9,Self-emp-inc
White,73,0,Not-in-family,United-States,?,22,>50K,139049,0,Female,Widowed,HS-grad,9,?
White,39,0,Husband,United-States,Handlers-cleaners,50,<=50K,258102,0,Male,Married-civ-spouse,Some-college,10,Private
White,36,1977,Husband,United-States,Sales,50,>50K,218689,0,Male,Married-civ-spouse,Masters,14,Private
White,23,0,Own-child,United-States,Adm-clerical,35,<=50K,198992,0,Female,Never-married,HS-grad,9,Private
White,29,0,Own-child,United-States,Protective-serv,48,<=50K,92262,0,Male,Never-married,HS-grad,9,Local-gov
White,36,0,Unmarried,United-States,Adm-clerical,65,<=50K,318972,0,Female,Divorced,Some-college,10,Local-gov
Black,44,0,Not-in-family,United-States,Exec-managerial,40,<=50K,151780,0,Female,Widowed,Some-college,10,Private
White,21,0,Not-in-family,United-States,Craft-repair,40,<=50K,260254,0,Male,Never-married,HS-grad,9,Private
White,18,0,Own-child,United-States,Sales,20,<=50K,170544,0,Male,Never-married,11th,7,Private
Black,28,0,Husband,United-States,Adm-clerical,40,<=50K,99478,0,Male,Married-civ-spouse,HS-grad,9,Private
White,40,0,Other-relative,United-States,Other-service,40,<=50K,134026,0,Male,Never-married,11th,7,Private
White,38,0,Husband,United-States,Other-service,40,<=50K,197077,0,Male,Married-civ-spouse,HS-grad,9,Private
White,43,0,Wife,United-States,Prof-specialty,40,>50K,124436,0,Female,Married-civ-spouse,Some-college,10,Private
Black,29,0,Unmarried,Haiti,?,42,<=50K,207032,0,Female,Married-spouse-absent,HS-grad,9,?
White,43,0,Wife,United-States,Prof-specialty,28,<=50K,94937,0,Female,Married-civ-spouse,Bachelors,13,Local-gov
White,28,0,Not-in-family,United-States,Other-service,80,<=50K,150296,0,Female,Never-married,Assoc-acdm,12,Private
White,36,0,Wife,United-States,Other-service,24,<=50K,348022,0,Female,Married-civ-spouse,10th,6,Private
White,59,0,Not-in-family,United-States,Adm-clerical,40,<=50K,113203,0,Female,Divorced,HS-grad,9,Private
White,20,0,Own-child,United-States,Handlers-cleaners,35,<=50K,342599,0,Male,Never-married,Some-college,10,Private
White,26,0,Own-child,United-States,Prof-specialty,40,<=50K,194352,0,Female,Never-married,Bachelors,13,Private
Black,59,0,Husband,United-States,Protective-serv,30,<=50K,105866,0,Male,Married-civ-spouse,Bachelors,13,Local-gov
White,32,0,Husband,United-States,Prof-specialty,75,>50K,111363,0,Male,Married-civ-spouse,Prof-school,15,State-gov
White,39,0,Husband,United-States,Prof-specialty,65,>50K,114844,99999,Male,Married-civ-spouse,Prof-school,15,Self-emp-inc
White,48,1485,Husband,United-States,Prof-specialty,40,>50K,202467,0,Male,Married-civ-spouse,Bachelors,13,Private
White,17,0,Unmarried,Poland,Sales,12,<=50K,193199,0,Female,Never-married,11th,7,Private
White,30,0,Husband,United-States,Craft-repair,40,<=50K,229741,0,Male,Married-civ-spouse,HS-grad,9,Self-emp-not-inc
White,57,0,Husband,Italy,Other-service,40,<=50K,175017,0,Male,Married-civ-spouse,5th-6th,3,Private
White,18,0,Own-child,United-States,Sales,28,<=50K,148644,0,Female,Never-married,HS-grad,9,Private
White,39,0,Husband,United-States,Craft-repair,40,<=50K,317434,0,Male,Married-civ-spouse,HS-grad,9,Private
Asian-Pac-Islander,61,0,Husband,Taiwan,Exec-managerial,40,>50K,98350,0,Male,Married-civ-spouse,Doctorate,16,Self-emp-inc
White,43,0,Husband,United-States,Craft-repair,48,>50K,74581,0,Male,Married-civ-spouse,HS-grad,9,Private
White,40,0,Husband,United-States,Craft-repair,50,<=50K,33126,0,Male,Married-civ-spouse,Masters,14,Self-emp-inc
White,48,0,Husband,United-States,Craft-repair,70,>50K,155664,7688,Male,Married-civ-spouse,HS-grad,9,Private
White,33,0,Husband,United-States,Sales,40,<=50K,37274,0,Male,Married-civ-spouse,Some-college,10,Private
White,34,0,Not-in-family,United-States,Exec-managerial,40,<=50K,136721,0,Female,Divorced,HS-grad,9,Private
White,56,0,Husband,United-States,Exec-managerial,50,>50K,290641,0,Male,Married-civ-spouse,Bachelors,13,Private
Black,33,0,Not-in-family,United-States,Other-service,40,<=50K,300681,0,Male,Never-married,HS-grad,9,Local-gov
White,34,0,Husband,United-States,Craft-repair,40,<=50K,251421,0,Male,Married-civ-spouse,HS-grad,9,Private
White,34,1902,Husband,United-States,Exec-managerial,50,>50K,299635,0,Male,Married-civ-spouse,Masters,14,Private
White,33,0,Husband,United-States,Sales,80,>50K,272359,7298,Male,Married-civ-spouse,Bachelors,13,Self-emp-not-inc
White,43,1977,Husband,United-States,Exec-managerial,50,>50K,409922,0,Male,Married-civ-spouse,Bachelors,13,Private
White,53,0,Not-in-family,United-States,Exec-managerial,60,<=50K,157881,0,Male,Divorced,Some-college,10,Self-emp-inc
White,32,0,Husband,United-States,Prof-specialty,60,>50K,212276,0,Male,Married-civ-spouse,Bachelors,13,Private
White,22,0,Unmarried,United-States,Adm-clerical,40,<=50K,192455,0,Female,Never-married,HS-grad,9,Private
White,25,0,Husband,United-States,Machine-op-inspct,45,<=50K,333677,0,Male,Married-civ-spouse,9th,5,Private
White,32,0,Husband,United-States,Craft-repair,40,>50K,46807,99999,Male,Married-civ-spouse,HS-grad,9,Self-emp-inc
White,39,0,Own-child,United-States,Adm-clerical,40,<=50K,111268,0,Female,Never-married,Bachelors,13,Private
White,30,0,Not-in-family,United-States,Exec-managerial,52,<=50K,110643,0,Male,Never-married,Some-college,10,Private
Black,44,0,Unmarried,United-States,Exec-managerial,40,<=50K,290521,0,Female,Widowed,HS-grad,9,Private
White,34,0,Husband,United-States,Craft-repair,40,<=50K,164748,0,Male,Married-civ-spouse,HS-grad,9,Private
White,44,0,Husband,United-States,Farming-fishing,70,<=50K,45093,0,Male,Married-civ-spouse,HS-grad,9,Private
White,48,0,Husband,United-States,Craft-repair,40,<=50K,200471,0,Male,Married-civ-spouse,Some-college,10,Self-emp-not-inc
White,25,0,Own-child,United-States,Sales,40,<=50K,251915,0,Female,Never-married,Bachelors,13,Private
White,55,0,Not-in-family,Germany,Sales,50,<=50K,207489,0,Female,Divorced,Bachelors,13,Self-emp-inc
White,25,0,Not-in-family,United-States,Adm-clerical,48,<=50K,171114,0,Female,Never-married,HS-grad,9,Private
Black,40,0,Wife,Puerto-Rico,Sales,40,<=50K,188942,0,Female,Married-civ-spouse,Some-college,10,Private
White,26,0,Wife,United-States,Sales,40,<=50K,198163,0,Female,Married-civ-spouse,Masters,14,Private
Asian-Pac-Islander,30,0,Husband,India,Prof-specialty,20,>50K,243190,0,Male,Married-civ-spouse,Prof-school,15,Private
White,42,0,Not-in-family,United-States,Craft-repair,40,<=50K,201723,0,Male,Never-married,Some-college,10,Local-gov
White,51,0,Wife,United-States,Exec-managerial,40,>50K,199005,0,Female,Married-civ-spouse,Bachelors,13,Self-emp-not-inc
White,20,0,Not-in-family,United-States,Exec-managerial,40,<=50K,42279,0,Female,Never-married,Some-college,10,Private
White,52,0,Husband,United-States,Craft-repair,40,<=50K,173987,0,Male,Married-civ-spouse,10th,6,Private
White,36,0,Husband,United-States,Exec-managerial,40,>50K,187847,7688,Male,Married-civ-spouse,Bachelors,13,Private
Black,23,0,Other-relative,United-States,Adm-clerical,22,<=50K,111450,0,Male,Never-married,Some-college,10,Private
White,49,0,Husband,United-States,Adm-clerical,40,>50K,236586,0,Male,Married-civ-spouse,HS-grad,9,Private
White,51,0,Husband,United-States,Adm-clerical,40,>50K,90363,15024,Male,Married-civ-spouse,Some-college,10,Private
White,20,0,Own-child,United-States,Sales,30,<=50K,218215,0,Female,Never-married,Some-college,10,Private
Black,19,0,Own-child,United-States,Other-service,40,<=50K,121972,0,Male,Never-married,HS-grad,9,Private
White,35,0,Not-in-family,United-States,Sales,50,<=50K,196491,0,Male,Never-married,Bachelors,13,Private
Black,36,0,Not-in-family,England,Tech-support,40,>50K,337039,14344,Male,Never-married,Assoc-acdm,12,Private
White,44,0,Husband,United-States,Exec-managerial,60,>50K,125461,0,Male,Married-civ-spouse,Doctorate,16,Private
White,62,0,Husband,United-States,?,40,<=50K,144116,0,Male,Married-civ-spouse,10th,6,?
White,19,0,Own-child,United-States,?,40,<=50K,47713,0,Female,Never-married,Some-college,10,?
White,33,0,Not-in-family,United-States,Tech-support,46,<=50K,243674,0,Male,Separated,HS-grad,9,Private
White,34,0,Other-relative,United-States,Handlers-cleaners,20,<=50K,114639,0,Male,Never-married,Some-college,10,Private
White,34,2002,Husband,United-States,Exec-managerial,40,<=50K,198613,0,Male,Married-civ-spouse,HS-grad,9,Self-emp-inc
White,40,1977,Wife,United-States,Prof-specialty,15,>50K,175943,0,Female,Married-civ-spouse,Assoc-voc,11,Self-emp-not-inc
White,42,0,Unmarried,United-States,Craft-repair,40,<=50K,363591,0,Male,Divorced,HS-grad,9,Private
White,30,0,Not-in-family,United-States,Transport-moving,30,<=50K,94413,0,Male,Divorced,Some-college,10,Private
White,40,0,Not-in-family,United-States,Adm-clerical,40,<=50K,220589,0,Female,Never-married,Assoc-acdm,12,Private
White,47,0,Unmarried,United-States,Sales,45,<=50K,171807,0,Female,Divorced,HS-grad,9,Private
White,28,0,Not-in-family,United-States,Exec-managerial,40,<=50K,250135,0,Female,Divorced,Some-college,10,Private
Black,35,0,Unmarried,United-States,Machine-op-inspct,55,<=50K,204163,0,Female,Divorced,Some-college,10,Private
White,54,0,Unmarried,United-States,Exec-managerial,40,<=50K,21698,0,Female,Divorced,Bachelors,13,Federal-gov
White,44,0,Husband,United-States,Adm-clerical,40,>50K,152629,3103,Male,Married-civ-spouse,Bachelors,13,Private
White,34,0,Husband,United-States,Exec-managerial,40,>50K,212781,0,Male,Married-civ-spouse,Bachelors,13,Private
Black,36,0,Husband,United-States,Prof-specialty,40,<=50K,414683,0,Male,Married-civ-spouse,Bachelors,13,Private
White,47,0,Unmarried,United-States,Prof-specialty,44,<=50K,298037,0,Female,Divorced,Assoc-voc,11,Private
White,33,0,Husband,United-States,Craft-repair,40,<=50K,150154,0,Male,Married-civ-spouse,HS-grad,9,Private
Asian-Pac-Islander,45,0,Husband,India,Prof-specialty,50,>50K,216402,0,Male,Married-civ-spouse,Prof-school,15,Self-emp-not-inc
White,44,0,Husband,United-States,Machine-op-inspct,48,<=50K,165599,0,Male,Married-civ-spouse,HS-grad,9,Private
Black,27,0,Not-in-family,United-States,Craft-repair,40,<=50K,21856,0,Male,Never-married,Some-college,10,Private
White,19,0,Own-child,United-States,Exec-managerial,15,<=50K,86860,0,Male,Never-married,Some-college,10,Private
White,53,0,Husband,United-States,Adm-clerical,40,>50K,177916,7298,Male,Married-civ-spouse,Bachelors,13,Private
White,31,0,Husband,United-States,Transport-moving,38,<=50K,176711,0,Male,Married-civ-spouse,HS-grad,9,Private
White,18,0,Own-child,United-States,Sales,28,<=50K,90934,0,Male,Never-married,Some-college,10,Private
White,69,0,Husband,United-States,?,50,>50K,106566,0,Male,Married-civ-spouse,Doctorate,16,?
White,42,0,Husband,United-States,Sales,40,<=50K,39324,0,Male,Married-civ-spouse,HS-grad,9,Private
White,48,0,Husband,United-States,Craft-repair,60,<=50K,250674,0,Male,Married-civ-spouse,Assoc-voc,11,Self-emp-inc
White,38,0,Husband,United-States,Sales,40,>50K,156728,0,Male,Married-civ-spouse,Bachelors,13,Private
White,59,0,Husband,United-States,Craft-repair,40,>50K,157932,0,Male,Married-civ-spouse,10th,6,Private
White,40,0,Husband,United-States,Sales,50,<=50K,227236,0,Male,Married-civ-spouse,HS-grad,9,Private
White,50,0,Husband,United-States,Craft-repair,48,>50K,129956,0,Male,Married-civ-spouse,HS-grad,9,Private
White,55,0,Husband,United-States,Transport-moving,72,>50K,162205,5178,Male,Married-civ-spouse,HS-grad,9,Private
White,40,0,Not-in-family,United-States,Craft-repair,40,<=50K,144928,0,Male,Divorced,Some-college,10,Private
White,29,0,Husband,United-States,Transport-moving,40,>50K,133136,0,Male,Married-civ-spouse,12th,8,Private
White,36,0,Not-in-family,United-States,Transport-moving,40,<=50K,94954,0,Female,Divorced,HS-grad,9,Private
White,20,0,Own-child,United-States,Handlers-cleaners,6,<=50K,113200,0,Female,Never-married,Some-college,10,Private
White,21,0,Own-child,United-States,Sales,40,<=50K,108687,0,Female,Never-married,Some-college,10,Private
White,49,0,Unmarried,United-States,Sales,40,<=50K,47086,0,Female,Widowed,Bachelors,13,Self-emp-not-inc
Black,29,0,Not-in-family,United-States,Sales,45,<=50K,211299,0,Male,Never-married,Assoc-voc,11,Private
White,37,0,Unmarried,United-States,Adm-clerical,40,<=50K,349689,0,Female,Divorced,HS-grad,9,Private
White,61,0,Not-in-family,United-States,Adm-clerical,40,<=50K,202202,0,Female,Never-married,HS-grad,9,Private
White,90,0,Husband,United-States,?,40,>50K,313986,0,Male,Married-civ-spouse,HS-grad,9,?
White,45,0,Husband,?,Craft-repair,40,<=50K,274657,0,Male,Married-civ-spouse,11th,7,Private
White,23,0,Own-child,United-States,Sales,20,<=50K,100345,0,Male,Never-married,Bachelors,13,Private
White,32,0,Husband,United-States,Craft-repair,60,>50K,240979,0,Male,Married-civ-spouse,Some-college,10,Local-gov
White,38,0,Husband,Columbia,Sales,40,<=50K,203836,3464,Male,Married-civ-spouse,HS-grad,9,Private
White,33,0,Husband,United-States,Handlers-cleaners,40,<=50K,157747,0,Male,Married-civ-spouse,Assoc-acdm,12,Private
White,41,0,Husband,United-States,Transport-moving,40,<=50K,82161,0,Male,Married-civ-spouse,HS-grad,9,Private
Black,58,0,Own-child,United-States,Other-service,40,<=50K,280519,0,Male,Divorced,HS-grad,9,State-gov
White,27,0,Husband,United-States,Craft-repair,40,>50K,81540,0,Male,Married-civ-spouse,HS-grad,9,Private
White,58,0,Husband,United-States,Exec-managerial,40,>50K,208640,0,Male,Married-civ-spouse,Bachelors,13,Federal-gov
White,35,0,Husband,United-States,Sales,40,>50K,190895,0,Male,Married-civ-spouse,Masters,14,Self-emp-not-inc
White,27,0,Own-child,United-States,Handlers-cleaners,40,<=50K,187981,0,Male,Never-married,HS-grad,9,Private
White,59,0,Husband,United-States,Exec-managerial,40,>50K,232672,0,Male,Married-civ-spouse,Masters,14,Private
White,19,1719,Not-in-family,United-States,Other-service,40,<=50K,158118,0,Female,Never-married,HS-grad,9,Private
White,29,0,Not-in-family,United-States,Prof-specialty,50,<=50K,341846,0,Female,Never-married,Masters,14,Private
Asian-Pac-Islander,36,0,Unmarried,Taiwan,Exec-managerial,40,<=50K,247600,0,Female,Divorced,Assoc-acdm,12,Private
White,51,0,Husband,United-States,Prof-specialty,40,>50K,146767,0,Male,Married-civ-spouse,Assoc-voc,11,Private
White,43,0,Husband,United-States,Adm-clerical,50,>50K,206139,0,Male,Married-civ-spouse,Bachelors,13,State-gov
White,39,0,Husband,United-States,Farming-fishing,40,<=50K,188335,0,Male,Married-civ-spouse,HS-grad,9,Self-emp-not-inc
White,34,0,Unmarried,United-States,Adm-clerical,10,<=50K,35683,0,Female,Divorced,Assoc-acdm,12,Local-gov
White,60,0,Husband,United-States,Handlers-cleaners,40,<=50K,165517,0,Male,Married-civ-spouse,Some-college,10,Private
White,59,0,Husband,United-States,Exec-managerial,60,>50K,158813,0,Male,Married-civ-spouse,Some-college,10,Private
White,42,1887,Wife,United-States,?,48,>50K,212206,0,Female,Married-civ-spouse,Masters,14,?
White,18,0,Own-child,United-States,Machine-op-inspct,4,<=50K,201686,0,Male,Never-married,11th,7,Federal-gov
White,29,0,Husband,United-States,Craft-repair,40,<=50K,58522,0,Male,Married-civ-spouse,HS-grad,9,Private
White,34,0,Not-in-family,United-States,Exec-managerial,50,<=50K,169583,0,Female,Never-married,Masters,14,Private
White,24,0,Own-child,United-States,Exec-managerial,45,<=50K,174461,0,Female,Never-married,Some-college,10,Private
White,37,0,Husband,United-States,Sales,45,>50K,151835,0,Male,Married-civ-spouse,Prof-school,15,Private
White,52,0,Husband,United-States,Sales,40,>50K,174964,0,Male,Married-civ-spouse,HS-grad,9,Private
White,54,0,Husband,United-States,Protective-serv,40,>50K,198741,0,Male,Married-civ-spouse,Some-college,10,State-gov
White,17,0,Own-child,United-States,Handlers-cleaners,20,<=50K,226717,0,Male,Never-married,12th,8,Private
White,23,0,Own-child,United-States,Handlers-cleaners,10,<=50K,204209,0,Male,Never-married,Some-college,10,Private
White,34,0,Husband,United-States,Sales,65,<=50K,172928,0,Male,Married-civ-spouse,HS-grad,9,Private
White,27,0,Own-child,Mexico,Farming-fishing,40,<=50K,167405,0,Female,Married-spouse-absent,HS-grad,9,Private
White,38,0,Husband,United-States,Craft-repair,40,<=50K,198867,0,Male,Married-civ-spouse,11th,7,Self-emp-not-inc
White,54,0,Husband,United-States,Craft-repair,40,>50K,326156,0,Male,Married-civ-spouse,Some-college,10,Private
White,33,0,Husband,United-States,Machine-op-inspct,48,<=50K,250782,0,Male,Married-civ-spouse,HS-grad,9,Private
White,21,0,Not-in-family,United-States,Other-service,35,<=50K,169699,0,Female,Never-married,Some-college,10,Private
White,49,0,Husband,United-States,Prof-specialty,40,>50K,128990,0,Male,Married-civ-spouse,Bachelors,13,Federal-gov
White,25,0,Unmarried,United-States,Exec-managerial,37,<=50K,113654,0,Female,Separated,HS-grad,9,Private
White,33,0,Own-child,United-States,Handlers-cleaners,45,<=50K,154120,0,Male,Divorced,HS-grad,9,Private
Asian-Pac-Islander,41,0,Husband,China,Craft-repair,40,<=50K,173858,0,Male,Married-civ-spouse,7th-8th,4,Private
White,28,0,Not-in-family,United-States,Exec-managerial,40,<=50K,266070,0,Female,Never-married,Some-college,10,Private
White,42,0,Not-in-family,United-States,Prof-specialty,50,>50K,331651,8614,Female,Never-married,Masters,14,Private
White,50,0,Not-in-family,United-States,Exec-managerial,40,<=50K,242517,0,Female,Divorced,Bachelors,13,State-gov
White,35,0,Not-in-family,United-States,Exec-managerial,40,>50K,139647,0,Female,Divorced,Some-college,10,Private
White,39,0,Not-in-family,United-States,Prof-specialty,55,<=50K,316582,0,Female,Never-married,Masters,14,Local-gov
White,35,0,Not-in-family,United-States,Craft-repair,60,<=50K,36270,0,Male,Divorced,HS-grad,9,Private
White,18,0,Own-child,United-States,?,25,<=50K,191117,0,Male,Never-married,11th,7,?
Black,48,0,Wife,United-States,Handlers-cleaners,40,<=50K,147860,0,Female,Married-civ-spouse,HS-grad,9,Private
White,55,0,Husband,United-States,Craft-repair,45,<=50K,146477,0,Male,Married-civ-spouse,Some-college,10,Federal-gov
White,24,0,Husband,United-States,Prof-specialty,50,<=50K,70261,0,Male,Married-civ-spouse,Bachelors,13,Private
White,58,0,Husband,United-States,?,40,>50K,266792,99999,Male,Married-civ-spouse,Some-college,10,?
White,20,0,Own-child,Nicaragua,Machine-op-inspct,11,<=50K,190231,0,Female,Never-married,9th,5,Private
White,65,0,Husband,England,Craft-repair,40,>50K,194456,0,Male,Married-civ-spouse,Bachelors,13,Private
White,52,0,Not-in-family,United-States,Other-service,40,<=50K,31533,0,Male,Divorced,HS-grad,9,Private
White,19,0,Own-child,United-States,Handlers-cleaners,40,<=50K,213024,0,Male,Never-married,12th,8,Private
White,61,0,Husband,United-States,Craft-repair,48,<=50K,129246,0,Male,Married-civ-spouse,10th,6,Private
White,33,0,Not-in-family,United-States,Prof-specialty,40,<=50K,206512,0,Male,Divorced,Some-college,10,Private
White,81,0,Husband,Poland,Prof-specialty,15,<=50K,100675,0,Male,Married-civ-spouse,1st-4th,2,Private
White,47,0,Husband,United-States,Prof-specialty,60,>50K,199058,0,Male,Married-civ-spouse,Bachelors,13,Private
White,31,0,Husband,United-States,Machine-op-inspct,40,<=50K,594187,0,Male,Married-civ-spouse,HS-grad,9,Private
White,46,0,Husband,United-States,Transport-moving,40,<=50K,353012,0,Male,Married-civ-spouse,HS-grad,9,State-gov
White,47,1564,Not-in-family,United-States,Handlers-cleaners,51,>50K,150768,0,Male,Divorced,Bachelors,13,Private
Black,64,0,Wife,United-States,Other-service,40,<=50K,222966,0,Female,Married-civ-spouse,7th-8th,4,State-gov
White,52,0,Husband,United-States,Exec-managerial,40,<=50K,256916,0,Male,Married-civ-spouse,HS-grad,9,Private
Black,35,0,Not-in-family,United-States,Other-service,40,<=50K,269300,0,Female,Separated,HS-grad,9,Private
White,56,0,Husband,United-States,Machine-op-inspct,48,<=50K,298695,0,Male,Married-civ-spouse,7th-8th,4,Private
Black,22,0,Own-child,Dominican-Republic,Adm-clerical,30,<=50K,315524,0,Male,Never-married,Some-college,10,Private
Black,35,0,Not-in-family,United-States,Adm-clerical,40,<=50K,219902,0,Female,Never-married,Assoc-voc,11,Private
White,42,0,Husband,United-States,Craft-repair,60,>50K,336513,15024,Male,Married-civ-spouse,Bachelors,13,Self-emp-not-inc
White,79,0,Husband,United-States,Adm-clerical,20,<=50K,121318,0,Male,Married-civ-spouse,Some-college,10,Private
Black,36,0,Unmarried,United-States,Other-service,70,<=50K,305714,0,Female,Never-married,HS-grad,9,Local-gov
Black,46,0,Husband,United-States,Tech-support,40,>50K,380162,0,Male,Married-civ-spouse,HS-grad,9,Private
White,27,0,Own-child,United-States,Adm-clerical,43,<=50K,223529,0,Male,Never-married,Assoc-voc,11,Local-gov
White,40,0,Own-child,United-States,Prof-specialty,60,<=50K,264663,0,Female,Never-married,Bachelors,13,Private
White,33,0,Husband,United-States,Craft-repair,50,>50K,198003,7298,Male,Married-civ-spouse,Some-college,10,Private
Amer-Indian-Eskimo,47,0,Unmarried,Puerto-Rico,Machine-op-inspct,56,<=50K,244025,0,Male,Never-married,HS-grad,9,Private
White,20,0,Not-in-family,United-States,Other-service,40,<=50K,148509,0,Female,Never-married,HS-grad,9,Private
Black,44,0,Husband,United-States,Exec-managerial,38,>50K,181344,0,Male,Married-civ-spouse,Some-college,10,Local-gov
White,31,0,Husband,United-States,Protective-serv,38,<=50K,263000,0,Male,Married-civ-spouse,Assoc-voc,11,State-gov
White,41,0,Husband,United-States,Craft-repair,40,>50K,152958,0,Male,Married-civ-spouse,HS-grad,9,Private
White,64,0,Not-in-family,United-States,Exec-managerial,55,>50K,218490,27828,Male,Divorced,Bachelors,13,Private
White,26,0,Not-in-family,United-States,Sales,40,<=50K,195555,0,Female,Never-married,Bachelors,13,Private
White,21,0,Husband,United-States,Other-service,25,<=50K,296158,0,Male,Married-civ-spouse,10th,6,Private
White,17,0,Own-child,United-States,Sales,18,<=50K,56986,0,Female,Never-married,12th,8,Private
White,36,0,Husband,United-States,Exec-managerial,55,>50K,306646,0,Male,Married-civ-spouse,Bachelors,13,Private
Black,47,0,Husband,United-States,Adm-clerical,40,>50K,68493,0,Male,Married-civ-spouse,HS-grad,9,Federal-gov
White,34,0,Husband,United-States,Transport-moving,40,<=50K,31740,0,Male,Married-civ-spouse,7th-8th,4,Private
White,34,0,Husband,United-States,Craft-repair,72,<=50K,198091,0,Male,Married-civ-spouse,HS-grad,9,Private
White,33,0,Not-in-family,United-States,Adm-clerical,45,<=50K,107248,0,Male,Never-married,Assoc-voc,11,Private
White,25,0,Not-in-family,United-States,Sales,60,<=50K,163039,0,Male,Never-married,Assoc-acdm,12,Self-emp-inc
White,53,0,Husband,United-States,Other-service,40,<=50K,207449,0,Male,Married-civ-spouse,10th,6,Local-gov
